ID|uid|act|date|number|art|count|models
231|afd6e124-ff3c-4546-94b8-31d39954adc8|ГПК|||29|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||57|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||8|3|['qwen', 'perplexity_grok', 'gemini']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||22|1|['qwen']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||392|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ГПК|||24|1|['qwen']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||9|3|['perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||135|3|['perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||372|1|['perplexity_grok']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||40|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||43|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||352|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||356|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||357|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||382|1|['perplexity_claude_sonnet']
232|baabdad1-06b3-4995-be67-3492c2fa808e|ТК|||391|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГК|||222|3|['qwen', 'qwen', 'gemini', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||55.32|1|['qwen']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|Свод правил СП 53.13330.2019|28.06.2019|Приказ Минстроя России от 28.06.2019 № 399/пр|7.1|1|['qwen']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||48|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||55|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ЗК|||36|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||38|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГПК|||131|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГК|||304|1|['perplexity_grok']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГК|||196|2|['gemini', 'perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГК|||208|1|['gemini']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГК|||200|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||51|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГрК|||70|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ЗК|||42|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГПК|||22|1|['perplexity_claude_sonnet']
233|7e56bd3e-fec0-4ae1-b43c-3f21610c66ba|ГПК|||199|1|['perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||217.1|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||228|3|['qwen', 'perplexity_grok', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||229|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||220|4|['qwen', 'qwen', 'perplexity_grok', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||217|2|['perplexity_grok', 'perplexity_grok', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||214.1|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||224|1|['perplexity_claude_sonnet']
234|bda8edc6-ef4c-4c64-bfd0-f0e6f82171c1|НК|||119|1|['perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ЖК|||161|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ЖК|||162|1|['qwen']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|"Свод правил СП 1.13130.2020 ""Системы противопожарной защиты. Эвакуационные пути и выходы"""|25.03.2020|Приказ МЧС России от 25.03.2020 № 194|4.2.7|1|['qwen']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|КОАП|||20.4|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|02.05.2006|59-ФЗ|7|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ЖК|||36|2|['perplexity_grok', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ПП|13.08.2006|491|Правила содержания общего имущества|1|['perplexity_grok', 'perplexity_grok']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|22.07.2008|123-ФЗ|89|2|['perplexity_grok', 'perplexity_grok', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|22.07.2008|123-ФЗ|53|1|['perplexity_grok']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|21.12.1994|69-ФЗ|37|1|['perplexity_grok']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|02.05.2006|59-ФЗ|12|2|['perplexity_grok', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ПП|16.09.2020|1479|16|1|['gemini', 'gemini']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ПП|03.04.2013|290||1|['perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ПП|16.09.2020|1479||1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
235|f6f7b2d6-a3e5-462e-a39d-f262da5fd652|ФЗ|21.12.1994|69-ФЗ|34|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ЗК|||39.20|3|['qwen', 'qwen', 'perplexity_grok', 'perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|24.07.2020|217-ФЗ|1|1|['qwen']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ГК|||217|1|['qwen']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|05.04.2021|79-ФЗ|6|1|['perplexity_grok', 'perplexity_grok']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|24.07.2007|221-ФЗ|22|1|['perplexity_grok']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|24.07.2007|221-ФЗ|24|1|['perplexity_grok']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|05.04.2021|79-ФЗ|3.7|1|['gemini', 'gemini', 'gemini']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ЗК|||11.10|1|['gemini']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|25.10.2001|137-ФЗ|3.7|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ЗК|||39.14|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|13.07.2015|218-ФЗ|18|1|['perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|13.07.2015|218-ФЗ|14|1|['perplexity_claude_sonnet']
236|f09195aa-6ca1-4cca-a2f1-2bc48f071f5b|ФЗ|05.04.2021|79-ФЗ|18|1|['perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||28.6|3|['qwen', 'qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||25.1|1|['qwen']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||30.3|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||26.2|3|['perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||29.10|2|['perplexity_grok', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||30.1|2|['perplexity_grok', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|ФЗ|07.02.2011|3-ФЗ|13|1|['perplexity_grok']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||1.5|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||2.6.1|1|['perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||26.11|1|['perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||30.7|1|['perplexity_claude_sonnet']
237|3c219670-919f-4448-a2d5-500e88ff015c|КОАП|||24.5|1|['perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||309|3|['qwen', 'perplexity_grok', 'gemini']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||310|2|['qwen', 'perplexity_grok']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||393|1|['qwen']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||450|2|['qwen', 'perplexity_grok']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||450.1|1|['qwen']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||486|1|['qwen']
238|0e21c372-f944-42e5-a262-18af9f67e4df|Закон Российской Федерации от 07.02.1992 № 2300-1|07.02.1992|2300-1|29|1|['qwen']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||421|1|['perplexity_grok']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||314|2|['perplexity_grok', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|"Закон Российской Федерации ""О защите прав потребителей"""|07.02.1992|ФЗ-2300-1|13|1|['perplexity_grok']
238|0e21c372-f944-42e5-a262-18af9f67e4df|"Закон Российской Федерации ""О защите прав потребителей"""|07.02.1992|ФЗ-2300-1|18|1|['perplexity_grok']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГПК|||131|2|['perplexity_grok', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГПК|||132|2|['perplexity_grok', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||463|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||405|1|['gemini']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||15|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||454|1|['perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||487|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||398|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГК|||395|1|['perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГПК|||23|1|['perplexity_claude_sonnet']
238|0e21c372-f944-42e5-a262-18af9f67e4df|ГПК|||24|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||315|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||316|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||317|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||129|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||135|2|['qwen', 'perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|Приказ Минтруда|22.11.1990|2||1|['qwen']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||22|1|['qwen']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||352|1|['qwen']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ПП|07.10.1993|1012||1|['perplexity_grok']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|Письмо Минтруда РФ|21.10.2021|14-1/ООГ-8563||1|['perplexity_grok']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|Закон РФ|19.02.1993|4520-1|10|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|Закон РФ|19.02.1993|4520-1|11|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||191|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||392|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||353|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|ТК|||356|1|['perplexity_claude_sonnet']
239|7410ac4d-5d99-4447-b7ab-7670ce77b8c3|КОАП|||5.27|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||671|2|['qwen', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||674|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||678|1|['qwen']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|20|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|22|2|['qwen', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ПП|15.01.2007|9||1|['qwen']
240|a081f128-1e41-4035-9576-d37bae79bbb2|КОАП|||18.9|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|КОАП|||18.8|1|['qwen']
240|a081f128-1e41-4035-9576-d37bae79bbb2|Приказ МВД|22.10.2024|628||1|['qwen']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||675|1|['perplexity_grok']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ЖК|||80|1|['perplexity_grok']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|25.07.2002|115-ФЗ|20|1|['perplexity_grok']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|8|1|['perplexity_grok']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|7|2|['gemini', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|УК|||322.3|2|['gemini', 'perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||676|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ГК|||677|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|14|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|18.07.2006|109-ФЗ|2|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|25.07.2002|115-ФЗ|13.3|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|ФЗ|25.07.2002|115-ФЗ|5|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|НК|||208|1|['perplexity_claude_sonnet']
240|a081f128-1e41-4035-9576-d37bae79bbb2|НК|||224|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|25.10.2001|137-ФЗ|3|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГК|||265|2|['qwen', 'perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГК|||266|1|['qwen']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГК|||267|2|['qwen', 'perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|218-ФЗ|26|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||53|1|['qwen']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||39.20|1|['qwen']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||3|2|['perplexity_grok', 'gemini']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||20|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||22|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||36|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|ФЗ-218|26|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГПК|||24|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||39.15|1|['perplexity_grok']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|218-ФЗ|14|1|['gemini']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|218-ФЗ|49|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|218-ФЗ|27|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ФЗ|13.07.2015|218-ФЗ|61|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||21|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ЗК|||45|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГК|||572|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|НК|||217|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|КАС|||218|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|КАС|||219|1|['perplexity_claude_sonnet']
241|bbae7052-c090-465a-bb5f-7a205b57c185|ГПК|||131|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ГК|||352|4|['qwen', 'qwen', 'perplexity_grok', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ГК|||339.1|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|103.3|1|['qwen']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|103.2|1|['qwen']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|103.4|1|['qwen']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ФЗ|13.07.2015|218-ФЗ|103|1|['perplexity_grok']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ФЗ|03.08.2018|283-ФЗ|14|1|['perplexity_grok']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|103.1|1|['gemini']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ГПК|||24|2|['gemini', 'perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ГК|||10|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-I|103.1|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-I|103.3|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-I|103.6|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-I|103.7|1|['perplexity_claude_sonnet']
242|fde0a7ec-0e82-471d-96ec-e05f5dde8873|ГПК|||28|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||17|1|['qwen']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||21|3|['qwen', 'perplexity_grok', 'perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||29|3|['qwen', 'qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||171|3|['qwen', 'qwen', 'gemini', 'perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||177|4|['qwen', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||549|1|['qwen']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||551|1|['qwen']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ФЗ|13.07.2015|218-ФЗ|1|1|['qwen']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ФЗ|13.07.2015|218-ФЗ|26|1|['qwen']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||558|1|['perplexity_grok']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|43|1|['perplexity_grok']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ФЗ|13.07.2015|ФЗ-218||1|['perplexity_grok']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||37|1|['gemini']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||30|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГК|||168|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГПК|||281|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГПК|||282|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ГПК|||283|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ФЗ|13.07.2015|218-ФЗ|18|1|['perplexity_claude_sonnet']
243|7ddb359c-15a3-49b4-8289-d8c48ce780fb|ФЗ|13.07.2015|218-ФЗ|69|1|['perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|ГК|||380|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|ГК|||381|2|['qwen', 'perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|ГК|||708|1|['qwen']
244|d3921c94-5e83-4245-84da-5cac504f7c40|ГК|||782|1|['qwen']
244|d3921c94-5e83-4245-84da-5cac504f7c40|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|28|2|['qwen', 'qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|29|3|['qwen', 'qwen', 'perplexity_grok', 'perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|31|1|['qwen']
244|d3921c94-5e83-4245-84da-5cac504f7c40|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|32|2|['qwen', 'perplexity_claude_sonnet']
244|d3921c94-5e83-4245-84da-5cac504f7c40|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|13|2|['qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
